full_date,date,weekday,time,mood,activities,note
2020-07-25,July 25,Saturday,3:02 p.m.,good,"programming | studying | lunch ",""
2020-07-25,July 25,Saturday,10:01 a.m.,meh,"browsing the internet | programming | medium sleep | brushing teeth | washroom  | drink water  | studying | skin care | shower  | sunny | woke up ",""
2020-07-24,July 24,Friday,3:10 p.m.,meh,"programming | washroom  | fap | snack ",""
2020-07-24,July 24,Friday,10:03 a.m.,good,"haircut | skin care | shower ",""
2020-07-23,July 23,Thursday,10:38 p.m.,meh,"family time  | movies & tv | programming | walk | brushing teeth | washroom  | drink water  | dinner ",""
2020-07-23,July 23,Thursday,1:38 p.m.,good,"programming | brushing teeth | washroom  | studying | lecture | lunch ",""
2020-07-23,July 23,Thursday,9:30 a.m.,meh,"good sleep | brushing teeth | washroom  | drink water  | don't fap  | shower  | breakfast  | sunny | woke up ",""
2020-07-22,July 22,Wednesday,10:29 p.m.,tired,"brushing teeth | drink water  | don't fap  | skin care | shower  | dinner  | work | rain",""
2020-07-22,July 22,Wednesday,12:11 p.m.,meh,"walk | brushing teeth | washroom  | drink water ",""
2020-07-22,July 22,Wednesday,12:37 a.m.,tired,"movies & tv | gaming | sleep | snack ",""
2020-07-21,July 21,Tuesday,10:59 p.m.,good,"relax | browsing the internet | programming | brushing teeth | washroom  | drink water  | fap | focus | lunch ",""
2020-07-21,July 21,Tuesday,9:58 a.m.,meh,"washroom  | snack  | work",""
2020-07-21,July 21,Tuesday,7:46 a.m.,meh,"bad sleep | brushing teeth | washroom  | drink water  | skin care | shower  | breakfast  | woke up early",""
2020-07-20,July 20,Monday,10:00 p.m.,tired,"sleep early | brushing teeth | don't fap  | skin care | shower ",""
2020-07-20,July 20,Monday,9:14 p.m.,tired,"friends | family time  | movies & tv | washroom  | drink water  | snack  | dinner ",""
2020-07-20,July 20,Monday,6:27 p.m.,good,"friends | programming | reading | gaming | brushing teeth | washroom  | drink water ",""
2020-07-20,July 20,Monday,2:28 p.m.,good,"friends | walk | brushing teeth | washroom  | drink water  | lunch ",""
2020-07-20,July 20,Monday,12:01 p.m.,good,"brushing teeth | drink water  | skin care | shower  | breakfast ",""
2020-07-20,July 20,Monday,9:39 a.m.,meh,"washroom  | drink water  | woke up ",""
2020-07-19,July 19,Sunday,10:02 p.m.,good,"family time  | movies & tv | sleep | fap | dinner ",""
2020-07-18,July 18,Saturday,10:03 p.m.,rad,"friends | family time  | vacation",""
2020-07-17,July 17,Friday,8:26 a.m.,tired,"good sleep | brushing teeth | drink water  | don't fap  | skin care | shower  | breakfast  | sunny | woke up early",""
2020-07-16,July 16,Thursday,9:02 p.m.,meh,"dinner  | work",""
2020-07-16,July 16,Thursday,1:00 p.m.,good,"friends | programming | gaming | brushing teeth | washroom  | drink water  | cleaning | lunch ",""
2020-07-16,July 16,Thursday,3:21 a.m.,tired,"friends | gaming | sleep | fap",""
2020-07-15,July 15,Wednesday,11:43 a.m.,tired,"laundry | focus | take a break",""
2020-07-15,July 15,Wednesday,9:43 a.m.,tired,"medium sleep | brushing teeth | washroom  | drink water  | fap | skin care | shower  | breakfast  | shopping | sunny | woke up ",""
2020-07-14,July 14,Tuesday,10:07 p.m.,tired,"family time  | movies & tv | brushing teeth | washroom  | drink water  | skin care | shower  | dinner ",""
2020-07-14,July 14,Tuesday,3:15 p.m.,meh,"friends | shopping",""
2020-07-14,July 14,Tuesday,9:18 a.m.,good,"brushing teeth | washroom  | drink water  | don't fap  | shower  | breakfast ",""
2020-07-14,July 14,Tuesday,8:08 a.m.,tired,"good sleep | woke up ",""
2020-07-13,July 13,Monday,9:03 p.m.,tired,"friends | sport | family time  | movies & tv | dinner  | shopping",""
2020-07-12,July 12,Sunday,10:55 p.m.,excited ,"family time  | movies & tv | brushing teeth | washroom ",""
2020-07-12,July 12,Sunday,3:34 p.m.,good,"family time  | walk | fap",""
2020-07-12,July 12,Sunday,11:45 a.m.,tired,"movies & tv | gaming | shower  | lunch ",""
2020-07-12,July 12,Sunday,8:28 a.m.,meh,"gaming | good sleep | breakfast  | sunny | woke up early",""
2020-07-11,July 11,Saturday,10:48 p.m.,tired,"family time  | movies & tv | sleep | brushing teeth | washroom  | drink water  | fap",""
2020-07-11,July 11,Saturday,2:37 p.m.,meh,"washroom  | snack ",""
2020-07-10,July 10,Friday,8:20 a.m.,bad,"washroom  | drink water  | breakfast  | woke up early",""
2020-07-10,July 10,Friday,2:11 a.m.,meh,"washroom  | drink water ",""
2020-07-09,July 9,Thursday,11:20 a.m.,tired,"washroom  | drink water  | fap | skin care | shower  | woke up ",""
2020-07-08,July 8,Wednesday,7:00 p.m.,good,"programming | drink water  | focus | work",""
2020-07-08,July 8,Wednesday,11:53 a.m.,good,"programming | focus | take a break | snack  | sunny | heat",""
2020-07-08,July 8,Wednesday,10:23 a.m.,good,"relax | washroom  | drink water  | focus | snack ",""
2020-07-08,July 8,Wednesday,7:00 a.m.,tired,"brushing teeth | washroom  | drink water  | breakfast  | shopping | woke up early",""
2020-07-07,July 7,Tuesday,6:57 p.m.,bad,"friends | programming | gaming | brushing teeth | washroom  | fap | snack ",""
2020-07-07,July 7,Tuesday,12:00 p.m.,tired,"programming | walk | washroom  | drink water  | make list | focus | take a break | lunch ",""
2020-07-07,July 7,Tuesday,9:41 a.m.,tired,"good sleep | washroom  | drink water  | skin care | breakfast  | woke up ",""
2020-07-07,July 7,Tuesday,3:37 a.m.,Regret ,"friends | relax | gaming | sleep | don't fap  | snack ",""
2020-07-06,July 6,Monday,11:49 a.m.,good,"good sleep | brushing teeth | washroom  | drink water  | don't fap  | skin care | shower  | breakfast  | sunny | woke up ",""
2020-07-06,July 6,Monday,8:00 a.m.,meh,"friends | washroom  | drink water  | lunch ",""
2020-07-05,July 5,Sunday,10:00 p.m.,tired,"family time  | movies & tv | sleep | brushing teeth | washroom  | drink water  | don't fap ",""
2020-07-05,July 5,Sunday,3:31 p.m.,bad,"friends | gaming | brushing teeth | shower  | lunch ",""
2020-07-04,July 4,Saturday,3:31 p.m.,rad,"friends | relax | fap | travel | sunny | heat",""
2020-07-03,July 3,Friday,6:06 p.m.,good,"friends | brushing teeth | washroom  | drink water  | fap | shower  | lunch ",""
2020-07-03,July 3,Friday,12:02 p.m.,meh,"friends | gaming | good sleep | washroom  | drink water  | fap | skin care | shower  | sunny | woke up ",""
2020-07-02,July 2,Thursday,8:28 p.m.,tired,"snack  | work",""
2020-07-02,July 2,Thursday,12:48 p.m.,good,"relax | browsing the internet | drink water  | lunch ",""
2020-07-02,July 2,Thursday,11:16 a.m.,good,"relax | browsing the internet | brushing teeth | washroom  | drink water  | cleaning | skin care | shower ",""
2020-07-02,July 2,Thursday,10:03 a.m.,tired,"don't fap  | breakfast  | sunny | woke up ",""
2020-07-01,July 1,Wednesday,11:17 a.m.,tired,"family time  | good sleep | nap | brushing teeth | washroom  | exercise | drink water  | don't fap  | shower  | snack  | dinner  | breakfast  | visit | sunny | woke up ",""
2020-06-30,June 30,Tuesday,5:05 p.m.,tired,"friends | family time  | brushing teeth | washroom  | drink water  | cleaning | shower  | lunch  | travel | shopping | sunny",""
2020-06-30,June 30,Tuesday,8:41 a.m.,meh,"washroom  | drink water  | shower  | shopping | woke up early",""
2020-06-30,June 30,Tuesday,2:36 a.m.,tired,"friends | gaming | sleep | brushing teeth | washroom  | drink water  | fap | dinner ",""
2020-06-29,June 29,Monday,9:00 p.m.,good,"snack  | work",""
2020-06-29,June 29,Monday,3:20 p.m.,meh,"programming | washroom  | drink water  | snack ",""
2020-06-29,June 29,Monday,12:15 p.m.,excited ,"programming | brushing teeth | washroom  | drink water  | focus | lunch ",""
2020-06-29,June 29,Monday,8:30 a.m.,tired,"relax | shower  | breakfast  | sunny | woke up early",""
2020-06-28,June 28,Sunday,9:15 p.m.,good,"friends | relax | gaming | brushing teeth | washroom  | fap",""
2020-06-27,June 27,Saturday,2:31 p.m.,tired,"family time  | washroom  | drink water  | lunch ",""
2020-06-27,June 27,Saturday,10:11 a.m.,meh,"relax | browsing the internet | good sleep | don't fap  | shower  | breakfast  | woke up ",""
2020-06-26,June 26,Friday,3:45 p.m.,good,"programming | reading | brushing teeth | washroom  | drink water  | studying | snack ",""
2020-06-26,June 26,Friday,12:53 p.m.,meh,"brushing teeth | washroom  | exercise | drink water  | lunch ",""
2020-06-26,June 26,Friday,9:50 a.m.,meh,"skin care | shower  | breakfast  | woke up ",""
2020-06-25,June 25,Thursday,10:36 p.m.,tired,"relax | reading | sleep | don't fap ",""
2020-06-25,June 25,Thursday,9:31 p.m.,tired,"family time  | movies & tv | brushing teeth | washroom  | drink water  | skin care | dinner ",""
2020-06-25,June 25,Thursday,5:07 p.m.,good,"friends | gaming | drink water  | workout | snack ",""
2020-06-25,June 25,Thursday,9:56 a.m.,meh,"brushing teeth | washroom  | drink water  | shower  | breakfast  | woke up ",""
2020-06-25,June 25,Thursday,1:15 a.m.,sad,"friends | gaming | fap",""
2020-06-24,June 24,Wednesday,5:35 p.m.,good,"washroom  | work",""
2020-06-24,June 24,Wednesday,10:26 a.m.,sad,"nap | washroom  | shower  | breakfast ",""
2020-06-24,June 24,Wednesday,7:21 a.m.,tired,"washroom  | exercise | drink water  | woke up early",""
2020-06-23,June 23,Tuesday,11:27 p.m.,tired,"sleep | make list",""
2020-06-23,June 23,Tuesday,9:58 p.m.,tired,"browsing the internet | drink water  | fap",""
2020-06-23,June 23,Tuesday,9:29 p.m.,meh,"snack  | dinner  | work | rain",""
2020-06-23,June 23,Tuesday,3:24 p.m.,bad,"friends | programming | gaming | brushing teeth | washroom  | lunch  | rain",""
2020-06-23,June 23,Tuesday,9:02 a.m.,meh,"walk | brushing teeth | washroom  | drink water  | don't fap  | focus | breakfast  | sunny | woke up early",""
2020-06-22,June 22,Monday,9:02 p.m.,good,"work",""
2020-06-22,June 22,Monday,3:24 p.m.,tired,"friends | programming | gaming | brushing teeth | washroom  | drink water  | focus | studying",""
2020-06-22,June 22,Monday,12:45 p.m.,bad,"walk | focus | take a break | lunch ",""
2020-06-22,June 22,Monday,11:14 a.m.,meh,"brushing teeth | take a break | shower ",""
2020-06-22,June 22,Monday,9:57 a.m.,meh,"browsing the internet | make list | studying",""
2020-06-22,June 22,Monday,9:22 a.m.,tired,"bad sleep | drink water  | don't fap  | breakfast  | woke up ",""
2020-06-21,June 21,Sunday,10:10 p.m.,tired,"sleep",""
2020-06-21,June 21,Sunday,9:15 p.m.,tired,"family time  | relax | dinner  | sunny",""
2020-06-21,June 21,Sunday,5:09 p.m.,meh,"friends | haircut | snack ",""
2020-06-20,June 20,Saturday,9:00 p.m.,tired,"friends | sleep | fap",""
2020-06-20,June 20,Saturday,1:04 p.m.,meh,"friends | drink water  | travel | sunny",""
2020-06-20,June 20,Saturday,12:29 p.m.,meh,"brushing teeth | washroom  | drink water ",""
2020-06-20,June 20,Saturday,9:49 a.m.,tired,"good sleep | drink water  | woke up ",""
2020-06-20,June 20,Saturday,1:15 a.m.,tired,"sleep | fap",""
2020-06-19,June 19,Friday,6:34 p.m.,meh,"drink water  | work",""
2020-06-19,June 19,Friday,3:31 p.m.,tired,"friends | brushing teeth | drink water  | lunch  | shopping | sunny | clouds | rain",""
2020-06-18,June 18,Thursday,3:32 p.m.,nervous ,"fap | school work | work",""
2020-06-17,June 17,Wednesday,9:06 p.m.,tired,"family time  | relax | reading | shower  | dinner ",""
2020-06-17,June 17,Wednesday,2:10 p.m.,tired,"brushing teeth | drink water  | snack  | work",""
2020-06-17,June 17,Wednesday,11:34 a.m.,good,"drink water  | lunch  | work",""
2020-06-17,June 17,Wednesday,9:12 a.m.,good,"bad sleep | brushing teeth | washroom  | drink water  | shower  | snack  | breakfast  | work | sunny | woke up early",""
2020-06-16,June 16,Tuesday,10:10 p.m.,tired,"friends | sleep | brushing teeth | washroom  | fap | dinner ",""
2020-06-16,June 16,Tuesday,10:15 a.m.,good,"programming | breakfast  | woke up ",""
2020-06-15,June 15,Monday,2:08 p.m.,tired,"snack  | work",""
2020-06-15,June 15,Monday,11:16 a.m.,meh,"washroom  | lunch  | work",""
2020-06-15,June 15,Monday,9:04 a.m.,tired,"good sleep | brushing teeth | washroom  | drink water  | shower  | snack  | work | sunny | woke up early",""
2020-06-14,June 14,Sunday,10:04 p.m.,tired,"friends | gaming | brushing teeth | washroom  | drink water  | fap | school work | shower ",""
2020-06-14,June 14,Sunday,2:12 p.m.,rad,"family time  | home | travel | sunny",""
2020-06-14,June 14,Sunday,10:00 a.m.,good,"family time  | medium sleep | don't fap  | breakfast  | woke up ",""
2020-06-13,June 13,Saturday,1:25 p.m.,meh,"lunch  | travel | sunny",""
2020-06-13,June 13,Saturday,10:17 a.m.,tired,"snack  | work",""
2020-06-13,June 13,Saturday,8:11 a.m.,tired,"brushing teeth | washroom  | don't fap  | shower  | breakfast  | work | woke up early",""
2020-06-12,June 12,Friday,7:14 p.m.,tired,"friends | relax | gaming | school work | snack ",""
2020-06-12,June 12,Friday,2:38 p.m.,angry ,"snack  | work",""
2020-06-12,June 12,Friday,11:28 a.m.,meh,"lunch  | work",""
2020-06-12,June 12,Friday,9:17 a.m.,meh,"don't fap  | shower  | snack  | breakfast  | work | woke up early",""
2020-06-11,June 11,Thursday,10:35 p.m.,good,"friends | reading | brushing teeth | shower ",""
2020-06-11,June 11,Thursday,9:09 p.m.,tired,"friends | chess | programming | gaming | dinner ",""
2020-06-11,June 11,Thursday,3:34 p.m.,rad,"friends | chess | programming | reading",""
2020-06-11,June 11,Thursday,12:34 p.m.,good,"family time  | movies & tv | lunch ",""
2020-06-11,June 11,Thursday,10:22 a.m.,good,"chess | brushing teeth | drink water  | shower  | breakfast ",""
2020-06-11,June 11,Thursday,8:05 a.m.,tired,"washroom  | drink water  | don't fap  | lecture | woke up early",""
2020-06-10,June 10,Wednesday,6:52 p.m.,meh,"drink water  | snack  | work | rain",""
2020-06-10,June 10,Wednesday,12:22 a.m.,meh,"reading | meditation | drink water  | don't fap  | make list",""
2020-06-09,June 9,Tuesday,6:28 p.m.,tired,"chess | gaming | walk | lunch  | sunny",""
2020-06-09,June 9,Tuesday,12:35 p.m.,good,"friends | chess | programming | lecture",""
2020-06-09,June 9,Tuesday,10:47 a.m.,bad,"brushing teeth | washroom  | drink water  | don't fap  | breakfast  | woke up ",""
2020-06-08,June 8,Monday,4:26 p.m.,meh,"friends | chess | gaming | lecture | lunch ",""
2020-06-08,June 8,Monday,11:51 a.m.,tired,"reading | washroom  | shopping | sunny",""
2020-06-08,June 8,Monday,10:10 a.m.,good,"chess | cleaning | focus | take a break | lecture",""
2020-06-08,June 8,Monday,9:13 a.m.,good,"medium sleep | shower  | breakfast  | woke up ",""
2020-06-08,June 8,Monday,1:33 a.m.,sad,"sleep | meditation | fap",""
2020-06-08,June 8,Monday,12:10 a.m.,meh,"friends | chess | gaming | brushing teeth | washroom  | snack  | dinner ",""
2020-06-07,June 7,Sunday,11:48 a.m.,tired,"focus | take a break | school work | shower  | lunch ",""
2020-06-07,June 7,Sunday,9:18 a.m.,tired,"gaming | brushing teeth | washroom  | woke up ",""
2020-06-07,June 7,Sunday,2:04 a.m.,tired,"friends | chess | gaming | sleep | brushing teeth | drink water  | fap | dinner ",""
2020-06-06,June 6,Saturday,6:41 p.m.,tired,"drink water  | snack  | work",""
2020-06-06,June 6,Saturday,2:56 p.m.,sad,"walk | washroom  | drink water  | focus | take a break | school work",""
2020-06-06,June 6,Saturday,1:54 p.m.,meh,"focus | take a break | school work | lunch ",""
2020-06-06,June 6,Saturday,1:23 p.m.,meh,"friends | chess | gaming | washroom  | focus | take a break | school work",""
2020-06-06,June 6,Saturday,11:36 a.m.,meh,"brushing teeth",""
2020-06-06,June 6,Saturday,10:57 a.m.,meh,"fap | shower ",""
2020-06-06,June 6,Saturday,10:46 a.m.,sad,"bad sleep | breakfast  | woke up ",""
2020-06-05,June 5,Friday,10:57 p.m.,tired,"reading | sleep | meditation | don't fap ",""
2020-06-05,June 5,Friday,9:02 p.m.,tired,"family time  | movies & tv | chess | washroom  | shower  | dinner ",""
2020-06-05,June 5,Friday,1:30 p.m.,good,"friends | gaming | lunch ",""
2020-06-05,June 5,Friday,11:34 a.m.,good,"chess | washroom ",""
2020-06-05,June 5,Friday,11:12 a.m.,good,"focus | take a break | school work | shower ",""
2020-06-05,June 5,Friday,9:43 a.m.,tired,"medium sleep | washroom  | drink water  | breakfast  | woke up ",""
2020-06-05,June 5,Friday,1:09 a.m.,meh,"relax | browsing the internet | sleep | fap",""
2020-06-04,June 4,Thursday,11:39 p.m.,tired,"friends | gaming | brushing teeth | washroom  | drink water  | school work",""
2020-06-04,June 4,Thursday,6:06 p.m.,good,"focus | take a break | school work",""
2020-06-04,June 4,Thursday,6:05 p.m.,meh,"family time  | relax | browsing the internet | walk | washroom  | drink water ",""
2020-06-04,June 4,Thursday,2:02 p.m.,good,"drink water  | focus | take a break | school work | lunch ",""
2020-06-04,June 4,Thursday,12:32 p.m.,good,"focus | take a break | school work",""
2020-06-04,June 4,Thursday,11:39 a.m.,tired,"focus | take a break | school work",""
2020-06-04,June 4,Thursday,11:00 a.m.,meh,"focus | take a break | school work",""
2020-06-04,June 4,Thursday,9:10 a.m.,meh,"bad sleep | washroom  | exercise | drink water  | woke up ",""
2020-06-04,June 4,Thursday,1:41 a.m.,sad,"sleep | meditation | don't fap ",""
2020-06-04,June 4,Thursday,1:04 a.m.,Regret ,"friends | gaming | drink water ",""
2020-06-03,June 3,Wednesday,7:51 p.m.,sad,"friends | family time  | movies & tv | gaming | dinner ",""
2020-06-03,June 3,Wednesday,1:47 p.m.,good,"friends | gaming | brushing teeth | washroom  | shower  | lunch ",""
2020-06-03,June 3,Wednesday,9:57 a.m.,meh,"medium sleep | washroom  | drink water  | woke up ",""
2020-06-02,June 2,Tuesday,11:09 p.m.,tired,"reading | sleep | brushing teeth | washroom  | fap",""
2020-06-02,June 2,Tuesday,8:36 p.m.,meh,"family time  | movies & tv | chess",""
2020-06-02,June 2,Tuesday,5:33 p.m.,tired,"friends | gaming | school work",""
2020-06-02,June 2,Tuesday,11:50 a.m.,meh,"chess | brushing teeth | focus | take a break | school work | studying",""
2020-06-02,June 2,Tuesday,7:48 a.m.,meh,"chess | good sleep | drink water  | don't fap  | breakfast  | woke up early",""
2020-06-01,June 1,Monday,10:53 p.m.,tired,"sleep",""
2020-06-01,June 1,Monday,9:52 p.m.,tired,"friends | gaming | brushing teeth | school work | dinner ",""
2020-06-01,June 1,Monday,5:33 p.m.,tired,"chess",""
2020-06-01,June 1,Monday,3:20 p.m.,tired,"friends | gaming | exercise | lecture | lunch ",""
2020-06-01,June 1,Monday,10:22 a.m.,tired,"programming | medium sleep | breakfast  | woke up ",""
2020-06-01,June 1,Monday,12:21 a.m.,Regret ,"friends | reading | gaming | sleep | brushing teeth | washroom ",""
2020-05-31,May 31,Sunday,8:51 p.m.,tired,"friends | family time  | movies & tv | walk | dinner ",""
2020-05-31,May 31,Sunday,4:22 a.m.,rad,"friends | browsing the internet | movies & tv | chess | gaming | sleep | brushing teeth | washroom  | snack ",""
2020-05-30,May 30,Saturday,6:28 p.m.,good,"drink water  | snack  | work | sunny",""
2020-05-30,May 30,Saturday,2:26 p.m.,meh,"movies & tv | lunch ",""
2020-05-30,May 30,Saturday,12:00 p.m.,good,"chess | brushing teeth | washroom  | lecture",""
2020-05-30,May 30,Saturday,10:20 a.m.,meh,"browsing the internet | medium sleep | washroom  | breakfast  | woke up ",""
2020-05-30,May 30,Saturday,1:12 a.m.,bad,"friends | reading | gaming | sleep | brushing teeth | washroom  | don't fap ",""
2020-05-29,May 29,Friday,2:00 p.m.,meh,"brushing teeth | washroom  | exercise | school work",""
2020-05-29,May 29,Friday,11:55 a.m.,hungry ,"chess | programming | reading | gaming | studying | lecture",""
2020-05-29,May 29,Friday,9:47 a.m.,bad,"chess | brushing teeth | washroom  | exercise | lecture | snack ",""
2020-05-29,May 29,Friday,7:51 a.m.,tired,"reading | medium sleep | washroom  | breakfast  | woke up early",""
2020-05-28,May 28,Thursday,11:21 p.m.,tired,"chess | sleep | fap | school work",""
2020-05-28,May 28,Thursday,7:55 p.m.,tired,"friends | family time  | movies & tv | gaming | school work | dinner  | rain",""
2020-05-28,May 28,Thursday,2:16 p.m.,good,"family time  | cleaning | lunch ",""
2020-05-28,May 28,Thursday,10:07 a.m.,tired,"washroom  | woke up ",""
2020-05-27,May 27,Wednesday,11:30 p.m.,tired,"programming | fap",""
2020-05-27,May 27,Wednesday,10:44 p.m.,meh,"family time  | movies & tv | chess | brushing teeth | washroom  | studying | lecture | shower  | dinner ",""
2020-05-27,May 27,Wednesday,5:09 p.m.,meh,"friends | family time  | gaming | brushing teeth | washroom  | shopping",""
2020-05-27,May 27,Wednesday,8:10 a.m.,meh,"friends | breakfast  | travel | woke up ",""
2020-05-27,May 27,Wednesday,12:06 a.m.,meh,"friends | reading | gaming | sleep | brushing teeth",""
2020-05-26,May 26,Tuesday,8:37 p.m.,tired,"family time  | movies & tv | washroom  | fap | dinner ",""
2020-05-26,May 26,Tuesday,6:25 p.m.,tired,"friends | gaming | washroom  | focus | take a break | school work",""
2020-05-26,May 26,Tuesday,2:22 p.m.,tired,"family time  | travel | shopping",""
2020-05-26,May 26,Tuesday,12:41 p.m.,meh,"friends | gaming | lunch  | woke up ",""
2020-05-25,May 25,Monday,11:09 p.m.,meh,"friends | movies & tv | gaming | brushing teeth | drink water  | fap | snack  | dinner ",""
2020-05-25,May 25,Monday,5:47 p.m.,meh,"friends | walk | washroom  | drink water  | shower  | sunny",""
2020-05-25,May 25,Monday,11:43 a.m.,hungry ,"drink water  | shower ",""
2020-05-25,May 25,Monday,10:12 a.m.,meh,"drink water  | cleaning",""
2020-05-25,May 25,Monday,8:49 a.m.,good,"movies & tv | brushing teeth | breakfast ",""
2020-05-25,May 25,Monday,7:17 a.m.,tired,"drink water  | woke up ",""
2020-05-24,May 24,Sunday,8:52 p.m.,tired,"friends | movies & tv | gaming | sleep | brushing teeth | washroom  | drink water  | fap | dinner ",""
2020-05-24,May 24,Sunday,3:42 p.m.,good,"family time  | movies & tv | brushing teeth | washroom  | drink water  | lunch ",""
2020-05-24,May 24,Sunday,11:29 a.m.,bad,"breakfast  | sunny | woke up ",""
2020-05-23,May 23,Saturday,8:38 p.m.,tired,"family time  | movies & tv | gaming | washroom  | focus | take a break | studying",""
2020-05-23,May 23,Saturday,6:07 p.m.,good,"family time  | walk | washroom  | drink water  | fap | sunny",""
2020-05-22,May 22,Friday,9:06 p.m.,good,"friends | party | dinner  | visit | travel | rain","Went to Jordan's for lunch"
2020-05-22,May 22,Friday,12:37 p.m.,tired,"lunch ",""
2020-05-22,May 22,Friday,9:32 a.m.,tired,"movies & tv | bad sleep | brushing teeth | washroom  | breakfast  | woke up ",""
2020-05-21,May 21,Thursday,6:56 p.m.,meh,"family time  | studying | dinner ",""
2020-05-21,May 21,Thursday,5:12 p.m.,meh,"walk | brushing teeth | washroom  | drink water ",""
2020-05-21,May 21,Thursday,2:18 p.m.,nervous ,"browsing the internet | washroom  | drink water  | studying | lunch ",""
2020-05-21,May 21,Thursday,12:41 p.m.,meh,"brushing teeth | washroom  | focus | take a break | studying",""
2020-05-21,May 21,Thursday,11:11 a.m.,tired,"bad sleep | washroom  | drink water  | woke up ",""
2020-05-21,May 21,Thursday,3:11 a.m.,Regret ,"friends | gaming | sleep | fap",""
2020-05-20,May 20,Wednesday,5:47 p.m.,tired,"browsing the internet",""
2020-05-20,May 20,Wednesday,3:47 p.m.,nervous ,"washroom  | focus | take a break | lecture | shower ",""
2020-05-20,May 20,Wednesday,2:18 p.m.,bad,"make list | focus | take a break | school work | studying",""
2020-05-20,May 20,Wednesday,2:18 p.m.,meh,"family time  | relax | browsing the internet | washroom  | lunch  | woke up ",""
2020-05-20,May 20,Wednesday,12:02 a.m.,tired,"brushing teeth | studying | shower ",""
2020-05-19,May 19,Tuesday,11:56 p.m.,tired,"friends | family time  | gaming | washroom  | don't fap  | dinner ",""
2020-05-19,May 19,Tuesday,5:40 p.m.,tired,"programming | studying",""
2020-05-19,May 19,Tuesday,4:50 p.m.,meh,"lecture | snack ",""
2020-05-19,May 19,Tuesday,4:35 p.m.,meh,"focus | take a break | school work | studying",""
2020-05-19,May 19,Tuesday,2:18 p.m.,tired,"programming | focus | take a break",""
2020-05-19,May 19,Tuesday,1:50 p.m.,meh,"chess | washroom ",""
2020-05-19,May 19,Tuesday,1:20 p.m.,meh,"brushing teeth | washroom  | lunch ",""
2020-05-19,May 19,Tuesday,12:55 p.m.,meh,"medium sleep | brushing teeth | washroom  | focus | take a break | studying | breakfast  | clouds | woke up ",""
2020-05-19,May 19,Tuesday,4:51 a.m.,Regret ,"friends | gaming | sleep | fap",""
2020-05-18,May 18,Monday,11:42 p.m.,tired,"friends | gaming | don't fap  | school work | studying",""
2020-05-18,May 18,Monday,5:29 p.m.,tired,"friends | gaming",""
2020-05-18,May 18,Monday,2:00 p.m.,meh,"friends | gaming | washroom  | school work | studying",""
2020-05-18,May 18,Monday,12:01 p.m.,good,"gaming | washroom  | make list | studying",""
2020-05-18,May 18,Monday,10:38 a.m.,good,"gaming | washroom  | shower  | breakfast ",""
2020-05-18,May 18,Monday,8:19 a.m.,good,"good sleep | washroom  | rain | woke up early",""
2020-05-17,May 17,Sunday,10:20 p.m.,tired,"reading | sleep early | fap",""
